DUMMY,taxon_order,category,species_code,primary_com_name,sci_name
,17466,species,gryhon1,Gray Honeyeater,Conopophila whitei
,17467,species,descha1,Gibber Chat,Ashbyia lovensis
,17468,species,yelcha1,Yellow Chat,Epthianura crocea
,17472,species,cricha1,Crimson Chat,Epthianura tricolor
,17473,species,oracha1,Orange Chat,Epthianura aurifrons
,17474,species,whfcha1,White-fronted Chat,Epthianura albifrons
,17475,species,arfhon1,Arfak Honeyeater,Melipotes gymnops
,17476,species,smohon1,Smoky Honeyeater,Melipotes fumigatus
,17480,species,washon1,Foja Honeyeater,Melipotes carolae
,17481,species,spahon1,Spangled Honeyeater,Melipotes ater
,17482,spuh,melipo1,Melipotes sp.,Melipotes sp.
,17483,species,machon3,Macgregor's Honeyeater,Macgregoria pulchra
,17486,species,lobhon2,Long-billed Honeyeater,Melilestes megarhynchus
,17491,species,olistr1,Olive Straightbill,Timeliopsis fulvigula
,17496,species,tawstr1,Tawny Straightbill,Timeliopsis griseigula
,17499,species,blahon1,Black Honeyeater,Sugomel nigrum
,17500,species,bismel1,Bismarck Honeyeater,Vosea whitemanensis
,17501,species,sermyz1,Seram Myzomela,Myzomela blasii
,17502,species,whcmyz1,White-chinned Myzomela,Myzomela albigula
,17505,species,retmyz1,Ruby-throated Myzomela,Myzomela eques
,17510,species,ashmyz1,Ashy Myzomela,Myzomela cineracea
,17511,species,dusmyz1,Dusky Myzomela,Myzomela obscura
,17512,issf,dusmyz4,Dusky Myzomela (Moluccan),Myzomela obscura simplex/mortyana
,17515,issf,dusmyz3,Dusky Myzomela (Obi),Myzomela obscura rubrotincta
,17516,issf,dusmyz2,Dusky Myzomela (Red-brown),Myzomela obscura rubrobrunnea
,17517,issf,dusmyz5,Dusky Myzomela (Dusky),Myzomela obscura [obscura Group]
,17522,species,redmyz1,Red Myzomela,Myzomela cruentata
,17523,issf,redmyz2,Red Myzomela (Red),Myzomela cruentata cruentata/coccinea
,17526,issf,redmyz3,Red Myzomela (Reddish),Myzomela cruentata [erythrina Group]
,17531,species,blamyz1,Papuan Black Myzomela,Myzomela nigrita
,17538,species,neimyz1,New Ireland Myzomela,Myzomela pulchella
,17539,species,alomyz1,Alor Myzomela,Myzomela prawiradilagae
,17540,species,crhmyz1,Crimson-hooded Myzomela,Myzomela kuehni
,17541,species,rehmyz1,Red-headed Myzomela,Myzomela erythrocephala
,17544,species,summyz1,Sumba Myzomela,Myzomela dammermani
,17545,species,rotmyz2,Rote Myzomela,Myzomela irianawidodoae
,17546,species,moumyz1,Elfin Myzomela,Myzomela adolphinae
,17547,species,sulmyz1,Sulawesi Myzomela,Myzomela chloroptera
,17548,issf,sulmyz2,Sulawesi Myzomela (Sulawesi),Myzomela chloroptera [chloroptera Group]
,17553,issf,sulmyz3,Sulawesi Myzomela (Bacan),Myzomela chloroptera batjanensis
,17554,species,talmyz1,Taliabu Myzomela,Myzomela wahe
,17555,species,wakmyz1,Wakolo Myzomela,Myzomela wakoloensis
,17556,issf,wakmyz2,Wakolo Myzomela (Seram),Myzomela wakoloensis elisabethae
,17557,issf,wakmyz3,Wakolo Myzomela (Buru),Myzomela wakoloensis wakoloensis
,17558,species,banmyz1,Banda Myzomela,Myzomela boiei
,17561,species,necmyz1,New Caledonian Myzomela,Myzomela caledonica
,17562,species,scamyz1,Scarlet Myzomela,Myzomela sanguinolenta
,17563,species,micmyz1,Micronesian Myzomela,Myzomela rubratra
,17571,species,carmyz1,Cardinal Myzomela,Myzomela cardinalis
,17572,issf,carmyz2,Cardinal Myzomela (Loyalty),Myzomela cardinalis lifuensis
,17573,issf,carmyz3,Cardinal Myzomela (Cardinal),Myzomela cardinalis [cardinalis Group]
,17580,species,carmyz4,Samoan Myzomela,Myzomela nigriventris
,17581,species,rotmyz1,Rotuma Myzomela,Myzomela chermesina
,17582,species,scbmyz1,Sclater's Myzomela,Myzomela sclateri
,17583,species,ebomyz1,Bismarck Black Myzomela,Myzomela pammelaena
,17589,species,scnmyz1,Scarlet-naped Myzomela,Myzomela lafargei
,17590,species,yevmyz1,Yellow-vented Myzomela,Myzomela eichhorni
,17594,species,rebmyz1,Red-bellied Myzomela,Myzomela malaitae
,17595,species,blhmyz1,Black-headed Myzomela,Myzomela melanocephala
,17596,species,soomyz1,Sooty Myzomela,Myzomela tristrami
,17597,species,orbmyz1,Orange-breasted Myzomela,Myzomela jugularis
,17598,species,blbmyz1,Black-bellied Myzomela,Myzomela erythromelas
,17599,species,bkbmyz1,Black-breasted Myzomela,Myzomela vulnerata
,17600,species,recmyz1,Red-collared Myzomela,Myzomela rosenbergii
,17601,issf,recmyz2,Red-collared Myzomela (Red-collared),Myzomela rosenbergii rosenbergii/wahgiensis
,17604,issf,recmyz3,Red-collared Myzomela (Long-billed),Myzomela rosenbergii longirostris
,17605,spuh,myzome1,myzomela sp.,Myzomela sp.
,17606,species,barhon2,Barred Honeyeater,Gliciphila undulata
,17607,species,tachon1,Tawny-crowned Honeyeater,Gliciphila melanops
,17610,species,nehhon1,Vanuatu Honeyeater,Gliciphila notabilis
,17613,species,grbhon1,Green-backed Honeyeater,Glycichaera fallax
,17618,species,leahon1,Leaden Honeyeater,Ptiloprora plumbea
,17621,species,olshon1,Yellow-streaked Honeyeater,Ptiloprora meekiana
,17624,species,rushon1,Rufous-sided Honeyeater,Ptiloprora erythropleura
,17627,species,mayhon1,Mayr's Honeyeater,Ptiloprora mayri
,17630,species,rubhon1,Rufous-backed Honeyeater,Ptiloprora guisei
,17631,species,blbhon1,Gray-streaked Honeyeater,Ptiloprora perstriata
,17635,species,banhon1,Banded Honeyeater,Cissomela pectoralis
,17636,species,sunhon1,Sunda Honeyeater,Lichmera lombokia
,17637,species,olihon1,Olive Honeyeater,Lichmera argentauris
,17638,species,brohon1,Brown Honeyeater,Lichmera indistincta
,17644,species,dabhon1,Dark-brown Honeyeater,Lichmera incana
,17650,species,whthon2,White-tufted Honeyeater,Lichmera squamata
,17651,species,siehon1,Silver-eared Honeyeater,Lichmera alboauricularis
,17654,species,burhon1,Buru Honeyeater,Lichmera deningeri
,17655,species,serhon1,Seram Honeyeater,Lichmera monticola
,17656,species,yeehon1,Yellow-eared Honeyeater,Lichmera flavicans
,17657,species,blchon1,Black-chested Honeyeater,Lichmera notabilis
,17658,species,crehon2,Crescent Honeyeater,Phylidonyris pyrrhopterus
,17661,species,nehhon2,New Holland Honeyeater,Phylidonyris novaehollandiae
,17667,species,whchon2,White-cheeked Honeyeater,Phylidonyris niger
,17670,hybrid,x00923,New Holland x White-cheeked Honeyeater (hybrid),Phylidonyris novaehollandiae x niger
,17671,species,whshon1,White-streaked Honeyeater,Trichodere cockerelli
,17672,species,whehon1,White-eared Honeyeater,Nesoptilotis leucotis
,17675,species,yethon1,Yellow-throated Honeyeater,Nesoptilotis flavicollis
,17676,species,blfhon1,Blue-faced Honeyeater,Entomyzon cyanotis
,17677,issf,bufhon1,Blue-faced Honeyeater (White-quilled),Entomyzon cyanotis albipennis
,17678,issf,bufhon2,Blue-faced Honeyeater (Blue-faced),Entomyzon cyanotis [cyanotis Group]
,17682,species,whthon1,White-throated Honeyeater,Melithreptus albogularis
,17685,species,whnhon3,Gilbert's Honeyeater,Melithreptus chloropsis
,17686,species,whnhon2,White-naped Honeyeater,Melithreptus lunatus
,17687,species,blhhon1,Black-headed Honeyeater,Melithreptus affinis
,17688,species,brhhon1,Brown-headed Honeyeater,Melithreptus brevirostris
,17694,species,blchon2,Black-chinned Honeyeater,Melithreptus gularis
,17695,issf,bkchon1,Black-chinned Honeyeater (Golden-backed),Melithreptus gularis laetior
,17696,issf,bkchon2,Black-chinned Honeyeater (Black-chinned),Melithreptus gularis gularis
,17697,species,stbhon2,Strong-billed Honeyeater,Melithreptus validirostris
,17698,spuh,melith1,Melithreptus sp.,Melithreptus sp.
,17699,species,sacmel1,Makira Honeyeater,Meliarchus sclateri
,17700,species,guahon1,Guadalcanal Honeyeater,Guadalcanaria inexpectata
,17701,species,kanhon1,Kadavu Honeyeater,Meliphacator provocator
,17702,species,chagih1,Chattering Giant-Honeyeater,Gymnomyza viridis
,17703,species,duegih1,Duetting Giant-Honeyeater,Gymnomyza brunneirostris
,17704,species,mao1,Mao,Gymnomyza samoensis
,17705,species,crohon1,Crow Honeyeater,Gymnomyza aubryana
,17706,species,weswah1,Western Wattled-Honeyeater,Foulehaio procerior
,17707,species,easwah1,Eastern Wattled-Honeyeater,Foulehaio carunculatus
,17708,species,norwah1,Northern Wattled-Honeyeater,Foulehaio taviunensis
,17709,species,tabhon1,Tawny-breasted Honeyeater,Xanthotis flaviventer
,17723,species,spohon3,Spotted Honeyeater,Xanthotis polygrammus
,17730,species,machon2,Macleay's Honeyeater,Xanthotis macleayanus
,17731,species,strhon1,Striped Honeyeater,Plectorhyncha lanceolata
,17732,species,paihon1,Painted Honeyeater,Grantiella picta
,17733,species,whsfri1,White-streaked Friarbird,Melitograis gilolensis
,17734,species,litfri1,Little Friarbird,Philemon citreogularis
,17738,species,meyfri1,Meyer's Friarbird,Philemon meyeri
,17739,species,timfri1,Timor Friarbird,Philemon inornatus
,17740,species,gryfri1,Gray Friarbird,Philemon kisserensis
,17741,species,brafri1,Brass's Friarbird,Philemon brassi
,17742,species,dusfri1,Morotai Friarbird,Philemon fuscicapillus
,17743,species,bkffri1,Buru Friarbird,Philemon moluccensis
,17744,species,bkffri2,Tanimbar Friarbird,Philemon plumigenis
,17745,species,serfri1,Seram Friarbird,Philemon subcorniculatus
,17746,species,neifri1,New Ireland Friarbird,Philemon eichhorni
,17747,species,helfri1,Helmeted Friarbird,Philemon buceroides
,17748,issf,helfri3,Helmeted Friarbird (New Guinea),Philemon buceroides novaeguineae
,17749,issf,helfri4,Helmeted Friarbird (Hornbill),Philemon buceroides yorki
,17750,issf,helfri2,Helmeted Friarbird (Helmeted),Philemon buceroides [buceroides Group]
,17755,species,whnfri1,White-naped Friarbird,Philemon albitorques
,17756,species,nebfri1,New Britain Friarbird,Philemon cockerelli
,17759,species,sicfri1,Silver-crowned Friarbird,Philemon argenticeps
,17762,species,noifri1,Noisy Friarbird,Philemon corniculatus
,17766,species,necfri1,New Caledonian Friarbird,Philemon diemenensis
,17767,spuh,friarb1,friarbird sp.,Philemon sp.
,17768,spuh,meliph2,Meliphagidae sp.,Meliphagidae sp.
,17770,species,wesbri1,Western Bristlebird,Dasyornis longirostris
,17771,species,easbri1,Eastern Bristlebird,Dasyornis brachypterus
,17774,species,rufbri1,Rufous Bristlebird,Dasyornis broadbenti
,17779,species,spopar1,Spotted Pardalote,Pardalotus punctatus
,17780,issf,spopar2,Spotted Pardalote (Wet Tropics),Pardalotus punctatus millitaris
,17781,issf,spopar3,Spotted Pardalote (Spotted),Pardalotus punctatus punctatus
,17782,issf,spopar4,Spotted Pardalote (Yellow-rumped),Pardalotus punctatus xanthopyge
,17783,species,fospar1,Forty-spotted Pardalote,Pardalotus quadragintus
,17784,species,rebpar6,Red-browed Pardalote,Pardalotus rubricatus
,17787,species,strpar1,Striated Pardalote,Pardalotus striatus
,17788,issf,strpar2,Striated Pardalote (Black-headed),Pardalotus striatus [melanocephalus Group]
,17792,issf,strpar3,Striated Pardalote (Eastern),Pardalotus striatus ornatus
,17793,issf,strpar4,Striated Pardalote (Yellow-tipped),Pardalotus striatus striatus
,17794,issf,strpar5,Striated Pardalote (Striated),Pardalotus striatus substriatus
,17795,spuh,pardal1,pardalote sp.,Pardalotus sp.
,17797,species,dwawhi1,Goldenface,Pachycare flavogriseum
,17803,species,pilotb1,Pilotbird,Pycnoptilus floccosus
,17806,species,rocwar1,Rockwarbler,Origma solitaria
,17807,species,fernwr1,Fernwren,Oreoscopus gutturalis
,17808,species,rumwar1,Rusty Mouse-Warbler,Crateroscelis murina
,17814,species,bimwar1,Bicolored Mouse-Warbler,Crateroscelis nigrorufa
,17817,species,momwar1,Mountain Mouse-Warbler,Crateroscelis robusta
,17825,spuh,mousew1,mouse-warbler sp.,Crateroscelis sp.
,17826,species,yetscr1,Yellow-throated Scrubwren,Neosericornis citreogularis
,17830,species,whbscr3,Spotted Scrubwren,Sericornis maculatus
,17835,species,whbscr1,White-browed Scrubwren,Sericornis frontalis
,17836,issf,whbscr2,White-browed Scrubwren (Buff-breasted),Sericornis frontalis laevigaster
,17837,issf,whbscr4,White-browed Scrubwren (White-browed),Sericornis frontalis [frontalis Group]
,17843,slash,y01172,Spotted/White-browed Scrubwren,Sericornis maculatus/frontalis
,17844,species,tasscr1,Tasmanian Scrubwren,Sericornis humilis
,17847,species,athscr1,Atherton Scrubwren,Sericornis keri
,17848,species,becscr1,Tropical Scrubwren,Sericornis beccarii
,17856,species,larscr1,Large Scrubwren,Sericornis nouhuysi
,17868,species,labscr2,Large-billed Scrubwren,Sericornis magnirostra
,17872,species,vogscr1,Vogelkop Scrubwren,Sericornis rufescens
,17873,species,bufscr1,Buff-faced Scrubwren,Sericornis perspicillatus
,17874,species,papscr1,Papuan Scrubwren,Sericornis papuensis
,17878,species,gygscr1,Gray-green Scrubwren,Sericornis arfakianus
,17879,species,pabscr1,Pale-billed Scrubwren,Sericornis spilodera
,17887,spuh,scrubw1,scrubwren sp.,Sericornis sp.
,17888,species,scrubt2,Scrubtit,Acanthornis magna
,17891,species,redthr1,Redthroat,Pyrrholaemus brunneus
,17892,species,spewar3,Speckled Warbler,Pyrrholaemus sagittatus
,17893,species,ruffie2,Rufous Fieldwren,Calamanthus campestris
,17901,species,ruffie3,Western Fieldwren,Calamanthus montanellus
,17902,slash,ruffie1,Rufous/Western Fieldwren,Calamanthus campestris/montanellus
,17903,species,strfie1,Striated Fieldwren,Calamanthus fuliginosus
,17908,species,chrhea1,Chestnut-rumped Heathwren,Hylacola pyrrhopygia
,17912,species,shyhea1,Shy Heathwren,Hylacola cauta
,17917,species,paptho1,Papuan Thornbill,Acanthiza murina
,17918,species,burtho1,Buff-rumped Thornbill,Acanthiza reguloides
,17923,species,westho1,Western Thornbill,Acanthiza inornata
,17924,species,slbtho2,Slender-billed Thornbill,Acanthiza iredalei
,17928,species,moutho1,Mountain Thornbill,Acanthiza katherina
,17929,species,brotho1,Brown Thornbill,Acanthiza pusilla
,17935,species,tastho1,Tasmanian Thornbill,Acanthiza ewingii
,17938,slash,y00973,Brown/Tasmanian Thornbill,Acanthiza pusilla/ewingii
,17939,species,inltho1,Inland Thornbill,Acanthiza apicalis
,17944,species,yertho1,Yellow-rumped Thornbill,Acanthiza chrysorrhoa
,17949,species,chrtho1,Chestnut-rumped Thornbill,Acanthiza uropygialis
,17950,species,slbtho1,Slaty-backed Thornbill,Acanthiza robustirostris
,17951,species,yeltho1,Yellow Thornbill,Acanthiza nana
,17955,species,mouger1,Gray Thornbill,Acanthiza cinerea
,17956,species,strtho1,Striated Thornbill,Acanthiza lineata
,17961,spuh,thornb1,thornbill sp.,Acanthiza sp.
,17962,species,weebil1,Weebill,Smicrornis brevirostris
,17967,species,gnbger1,Green-backed Gerygone,Gerygone chloronota
,17972,species,faiger1,Fairy Gerygone,Gerygone palpebrosa
,17973,issf,faiger2,Fairy Gerygone (Black-throated),Gerygone palpebrosa [palpebrosa Group]
,17979,issf,faiger3,Fairy Gerygone (Fairy),Gerygone palpebrosa flavida
,17980,species,biager1,Biak Gerygone,Gerygone hypoxantha
,17981,species,whtger1,White-throated Gerygone,Gerygone olivacea
,17985,species,yebger1,Yellow-bellied Gerygone,Gerygone chrysogaster
,17989,species,labger1,Large-billed Gerygone,Gerygone magnirostris
,18002,species,dusger1,Dusky Gerygone,Gerygone tenebrosa
,18005,species,broger1,Brown Gerygone,Gerygone mouki
,18009,species,gobger1,Golden-bellied Gerygone,Gerygone sulphurea
,18014,species,plager1,Plain Gerygone,Gerygone inornata
,18015,species,rusger1,Rufous-sided Gerygone,Gerygone dorsalis
,18021,species,brbger1,Brown-breasted Gerygone,Gerygone ruficollis
,18024,species,wesger1,Western Gerygone,Gerygone fusca
,18028,species,manger1,Mangrove Gerygone,Gerygone levigaster
,18032,species,noiger1,Norfolk Island Gerygone,Gerygone modesta
,18033,species,lohger1,Lord Howe Gerygone,Gerygone insularis
,18034,species,gryger1,Gray Gerygone,Gerygone igata
,18035,species,chiger2,Chatham Island Gerygone,Gerygone albofrontata
,18036,species,fatger3,Rennell Gerygone,Gerygone citrina
,18037,species,fatger1,Fan-tailed Gerygone,Gerygone flavolateralis
,18042,spuh,gerygo1,gerygone sp.,Gerygone sp.
,18043,species,souwhi1,Southern Whiteface,Aphelocephala leucopsis
,18046,species,chbwhi1,Chestnut-breasted Whiteface,Aphelocephala pectoralis
,18047,species,banwhi1,Banded Whiteface,Aphelocephala nigricincta
,18049,species,negbab1,Papuan Babbler,Pomatostomus isidorei
,18052,species,gycbab1,Gray-crowned Babbler,Pomatostomus temporalis
,18056,species,whbbab3,White-browed Babbler,Pomatostomus superciliosus
,18061,species,halbab1,Hall's Babbler,Pomatostomus halli
,18062,species,chcbab2,Chestnut-crowned Babbler,Pomatostomus ruficeps
,18063,spuh,pseudo1,pseudo-babbler sp.,Pomatostomus sp.
,18065,species,norlog1,Papuan Logrunner,Orthonyx novaeguineae
,18069,species,soulog1,Australian Logrunner,Orthonyx temminckii
,18070,species,chowch1,Chowchilla,Orthonyx spaldingii
,18074,species,spqthr1,Spotted Quail-thrush,Cinclosoma punctatum
,18078,species,chequt1,Chestnut Quail-thrush,Cinclosoma castanotum
,18079,species,copqut1,Copperback Quail-thrush,Cinclosoma clarum
,18082,species,cbqthr1,Chestnut-breasted Quail-thrush,Cinclosoma castaneothorax
,18083,species,chbqut1,Western Quail-thrush,Cinclosoma marginatum
,18084,species,ciqthr1,Cinnamon Quail-thrush,Cinclosoma cinnamomeum
,18085,species,nulqut1,Nullarbor Quail-thrush,Cinclosoma alisteri
,18086,species,paqthr1,Painted Quail-thrush,Cinclosoma ajax
,18091,spuh,quailt1,quail-thrush sp.,Cinclosoma sp.
,18092,species,spjbab1,Spotted Jewel-babbler,Ptilorrhoa leucosticta
,18100,species,blujeb1,Blue Jewel-babbler,Ptilorrhoa caerulescens
,18104,species,blujeb2,Dimorphic Jewel-babbler,Ptilorrhoa geislerorum
,18105,slash,bljbab1,Blue/Dimorphic Jewel-babbler,Ptilorrhoa caerulescens/geislerorum
,18106,species,cbjbab1,Chestnut-backed Jewel-babbler,Ptilorrhoa castanonota
,18114,spuh,jewelb1,jewel-babbler sp.,Ptilorrhoa sp.
,18116,species,whbmin3,White-bellied Minivet,Pericrocotus erythropygius
,18117,species,whbmin2,Jerdon's Minivet,Pericrocotus albifrons
,18118,species,fiemin1,Fiery Minivet,Pericrocotus igneus
,18121,species,smamin1,Small Minivet,Pericrocotus cinnamomeus
,18131,species,gycmin1,Gray-chinned Minivet,Pericrocotus solaris
,18132,issf,gycmin2,Gray-chinned Minivet (Gray-chinned),Pericrocotus solaris [solaris Group]
,18139,issf,gycmin3,Gray-chinned Minivet (Gray-throated),Pericrocotus solaris montanus/cinereigula
,18142,species,sunmin1,Sunda Minivet,Pericrocotus miniatus
,18143,species,shbmin2,Short-billed Minivet,Pericrocotus brevirostris
,18148,species,flomin1,Flores Minivet,Pericrocotus lansbergei
,18149,species,lotmin1,Long-tailed Minivet,Pericrocotus ethologus
,18157,species,scamin3,Orange Minivet,Pericrocotus flammeus
,18158,species,scamin1,Scarlet Minivet,Pericrocotus speciosus
,18159,issf,scamin2,Scarlet Minivet (Scarlet),Pericrocotus speciosus [speciosus Group]
,18170,issf,scamin6,Scarlet Minivet (Philippine Red),Pericrocotus speciosus leytensis/novus
,18173,issf,scamin4,Scarlet Minivet (Philippine Yellow),Pericrocotus speciosus [marchesae Group]
,18178,issf,scamin5,Scarlet Minivet (Javan),Pericrocotus speciosus exul/siebersi
,18181,species,ryumin1,Ryukyu Minivet,Pericrocotus tegimae
,18182,species,ashmin1,Ashy Minivet,Pericrocotus divaricatus
,18183,slash,y01115,Ryukyu/Ashy Minivet,Pericrocotus tegimae/divaricatus
