DUMMY,taxon_order,category,species_code,primary_com_name,sci_name
,26049,slash,y00818,Jungle/Yellow-billed Babbler,Argya striata/affinis
,26050,species,rufcha2,Rufous Chatterer,Argya rubiginosa
,26055,species,scacha1,Scaly Chatterer,Argya aylmeri
,26060,species,irabab1,Iraq Babbler,Argya altirostris
,26061,species,combab1,Afghan Babbler,Argya huttoni
,26064,species,combab3,Common Babbler,Argya caudata
,26067,species,fulcha1,Fulvous Chatterer,Argya fulva
,26072,species,arabab1,Arabian Babbler,Argya squamiceps
,26076,species,strbab1,Striated Babbler,Argya earlei
,26079,slash,y01072,Common/Striated Babbler,Argya caudata/earlei
,26080,species,whtbab1,White-throated Babbler,Argya gularis
,26081,species,spibab1,Spiny Babbler,Turdoides nipalensis
,26082,species,capbab1,Capuchin Babbler,Turdoides atripennis
,26083,issf,capbab2,Capuchin Babbler (Gray-hooded),Turdoides atripennis atripennis
,26084,issf,capbab4,Capuchin Babbler (Black-crowned),Turdoides atripennis rubiginosus
,26085,issf,capbab3,Capuchin Babbler (Brown-throated),Turdoides atripennis bohndorffi
,26086,species,wtmbab1,White-throated Mountain-Babbler,Turdoides gilberti
,26087,species,chmbab1,Chapin's Mountain-Babbler,Turdoides chapini
,26091,species,rcmbab1,Red-collared Mountain-Babbler,Turdoides rufocinctus
,26092,species,brobab1,Brown Babbler,Turdoides plebejus
,26096,species,whrbab2,White-rumped Babbler,Turdoides leucopygia
,26102,species,hipbab1,Hinde's Pied-Babbler,Turdoides hindei
,26103,species,scabab2,Scaly Babbler,Turdoides squamulata
,26107,species,armbab1,Arrow-marked Babbler,Turdoides jardineii
,26114,species,bacbab1,Bare-cheeked Babbler,Turdoides gymnogenys
,26115,species,crebab1,Cretzschmar's Babbler,Turdoides leucocephala
,26116,species,blabab2,Blackcap Babbler,Turdoides reinwardtii
,26117,issf,blabab1,Blackcap Babbler (Blackcap),Turdoides reinwardtii reinwardtii
,26118,issf,blabab3,Blackcap Babbler (Dusky-throated),Turdoides reinwardtii stictilaema
,26119,species,dusbab2,Dusky Babbler,Turdoides tenebrosa
,26120,species,sopbab1,Southern Pied-Babbler,Turdoides bicolor
,26121,species,harbab1,Hartlaub's Babbler,Turdoides hartlaubii
,26124,species,bklbab1,Black-lored Babbler,Turdoides sharpei
,26125,issf,bklbab2,Black-lored Babbler (Sharpe's),Turdoides sharpei sharpei
,26126,issf,bklbab3,Black-lored Babbler (Nanyuki),Turdoides sharpei vepres
,26127,species,bkfbab1,Black-faced Babbler,Turdoides melanops
,26130,species,norpib1,Northern Pied-Babbler,Turdoides hypoleuca
,26133,spuh,turdoi1,Argya/Turdoides sp.,Argya/Turdoides sp.
,26134,species,spblau1,Spot-breasted Laughingthrush,Garrulax merulinus
,26137,species,orblau1,Orange-breasted Laughingthrush,Garrulax annamensis
,26138,species,melthr,Chinese Hwamei,Garrulax canorus
,26141,species,taihwa1,Taiwan Hwamei,Garrulax taewanus
,26142,hybrid,x00816,Chinese x Taiwan Hwamei (hybrid),Garrulax canorus x taewanus
,26143,slash,y00910,Chinese/Taiwan Hwamei,Garrulax canorus/taewanus
,26144,species,lenlau1,Lesser Necklaced Laughingthrush,Garrulax monileger
,26155,species,ruflau1,Rufous-fronted Laughingthrush,Garrulax rufifrons
,26158,species,sunlau1,Sunda Laughingthrush,Garrulax palliatus
,26161,species,whclau2,White-crested Laughingthrush,Garrulax leucolophus
,26166,species,sumlau1,Sumatran Laughingthrush,Garrulax bicolor
,26167,species,blhlau1,Black-hooded Laughingthrush,Garrulax milleti
,26170,species,whnlau1,White-necked Laughingthrush,Garrulax strepitans
,26171,species,camlau1,Cambodian Laughingthrush,Garrulax ferrarius
,26172,species,grylau1,Gray Laughingthrush,Garrulax maesi
,26175,species,ruclau3,Rufous-cheeked Laughingthrush,Garrulax castanotis
,26178,spuh,garrul1,Garrulax sp.,Garrulax sp.
,26179,species,suklau1,Snowy-cheeked Laughingthrush,Ianthocincla sukatschewi
,26180,species,ruclau1,Rufous-chinned Laughingthrush,Ianthocincla rufogularis
,26187,species,chelau1,Chestnut-eared Laughingthrush,Ianthocincla konkakinhensis
,26188,species,moulau1,Moustached Laughingthrush,Ianthocincla cineracea
,26189,issf,moulau2,Moustached Laughingthrush (Western),Ianthocincla cineracea cineracea/strenua
,26192,issf,moulau3,Moustached Laughingthrush (Eastern),Ianthocincla cineracea cinereiceps
,26193,species,spolau1,Spotted Laughingthrush,Ianthocincla ocellata
,26198,species,gialau1,Giant Laughingthrush,Ianthocincla maxima
,26199,species,bielau1,Biet's Laughingthrush,Ianthocincla bieti
,26200,species,barlau1,Barred Laughingthrush,Ianthocincla lunulata
,26201,species,wynlau1,Wayanad Laughingthrush,Pterorhinus delesserti
,26202,species,ruvlau1,Rufous-vented Laughingthrush,Pterorhinus gularis
,26203,species,whclau1,White-cheeked Laughingthrush,Pterorhinus vassali
,26204,species,yetlau1,Yellow-throated Laughingthrush,Pterorhinus galbanus
,26205,species,buclau1,Blue-crowned Laughingthrush,Pterorhinus courtoisi
,26208,species,chclau3,Chestnut-capped Laughingthrush,Pterorhinus mitratus
,26211,species,chhlau1,Chestnut-hooded Laughingthrush,Pterorhinus treacheri
,26215,species,runlau1,Rufous-necked Laughingthrush,Pterorhinus ruficollis
,26216,species,chblau1,Chestnut-backed Laughingthrush,Pterorhinus nuchalis
,26217,species,bltlau1,Black-throated Laughingthrush,Pterorhinus chinensis
,26218,issf,bktlau1,Black-throated Laughingthrush (Black-throated),Pterorhinus chinensis [chinensis Group]
,26223,issf,bktlau2,Black-throated Laughingthrush (Hainan),Pterorhinus chinensis monachus
,26224,species,whblau1,White-browed Laughingthrush,Pterorhinus sannio
,26229,species,maslau1,Masked Laughingthrush,Pterorhinus perspicillatus
,26230,species,gnlthr,Greater Necklaced Laughingthrush,Pterorhinus pectoralis
,26236,slash,y01002,Lesser/Greater Necklaced Laughingthrush,Garrulax monileger/Pterorhinus pectoralis
,26237,species,pedlau1,Pere David's Laughingthrush,Pterorhinus davidi
,26242,species,chibub1,Mount Victoria Babax,Pterorhinus woodi
,26243,species,chibab2,Chinese Babax,Pterorhinus lanceolatus
,26247,species,giabab1,Giant Babax,Pterorhinus waddelli
,26251,species,tibbab1,Tibetan Babax,Pterorhinus koslowi
,26254,species,whtlau1,White-throated Laughingthrush,Pterorhinus albogularis
,26258,species,ruclau2,Rufous-crowned Laughingthrush,Pterorhinus ruficeps
,26259,species,gyslau,Gray-sided Laughingthrush,Pterorhinus caerulatus
,26265,species,buflau1,Buffy Laughingthrush,Pterorhinus berthemyi
,26266,species,ruslau1,Rusty Laughingthrush,Pterorhinus poecilorhynchus
,26267,spuh,iantho1,Ianthocincla/Pterorhinus sp.,Ianthocincla/Pterorhinus sp.
,26268,spuh,laughi1,laughingthrush sp.,Leiothrichidae sp. (laughingthrush sp.)
,26270,species,ruckin,Ruby-crowned Kinglet,Corthylio calendula
,26274,species,gockin,Golden-crowned Kinglet,Regulus satrapa
,26281,slash,y00425,Ruby-crowned/Golden-crowned Kinglet,Corthylio calendula/Regulus satrapa
,26282,species,goldcr1,Goldcrest,Regulus regulus
,26283,issf,goldcr6,Goldcrest (European),Regulus regulus [regulus Group]
,26289,issf,goldcr7,Goldcrest (western Canary Islands),Regulus regulus ellenthalerae
,26290,issf,caikin1,Goldcrest (Tenerife),Regulus regulus teneriffae
,26291,issf,goldcr2,Goldcrest (Sao Miguel),Regulus regulus azoricus
,26292,issf,goldcr3,Goldcrest (Santa Maria),Regulus regulus sanctaemariae
,26293,issf,goldcr4,Goldcrest (Western Azores),Regulus regulus inermis
,26294,issf,goldcr5,Goldcrest (Asian),Regulus regulus [himalayensis Group]
,26299,species,flamec1,Flamecrest,Regulus goodfellowi
,26300,species,firecr3,Madeira Firecrest,Regulus madeirensis
,26301,species,firecr1,Common Firecrest,Regulus ignicapilla
,26304,slash,y00622,Goldcrest/Common Firecrest,Regulus regulus/ignicapilla
,26306,species,wallcr1,Wallcreeper,Tichodroma muraria
,26310,species,chbnut2,Indian Nuthatch,Sitta castanea
,26311,species,chbnut3,Chestnut-bellied Nuthatch,Sitta cinnamoventris
,26316,slash,y00902,Indian/Chestnut-bellied Nuthatch,Sitta castanea/cinnamoventris
,26317,species,chbnut4,Burmese Nuthatch,Sitta neglecta
,26318,species,eurnut2,Eurasian Nuthatch,Sitta europaea
,26319,issf,eurnut9,Eurasian Nuthatch (Western),Sitta europaea [europaea Group]
,26329,issf,eurnut6,Eurasian Nuthatch (Siberian),Sitta europaea arctica
,26330,issf,eurnut10,Eurasian Nuthatch (White-bellied),Sitta europaea [asiatica Group]
,26337,issf,eurnut7,Eurasian Nuthatch (Buff-bellied),Sitta europaea [roseilia Group]
,26343,issf,eurnut8,Eurasian Nuthatch (Chinese),Sitta europaea sinensis/formosana
,26346,species,chvnut1,Chestnut-vented Nuthatch,Sitta nagaensis
,26350,species,kasnut1,Kashmir Nuthatch,Sitta cashmirensis
,26351,species,whtnut1,White-tailed Nuthatch,Sitta himalayensis
,26352,species,whbnut1,White-browed Nuthatch,Sitta victoriae
,26353,species,rebnut,Red-breasted Nuthatch,Sitta canadensis
,26354,species,whcnut1,White-cheeked Nuthatch,Sitta leucopsis
,26355,species,prznut1,Przevalski's Nuthatch,Sitta przewalskii
,26356,species,whbnut,White-breasted Nuthatch,Sitta carolinensis
,26357,issf,whbnut2,White-breasted Nuthatch (Eastern),Sitta carolinensis carolinensis
,26358,issf,whbnut3,White-breasted Nuthatch (Interior West),Sitta carolinensis [lagunae Group]
,26365,issf,whbnut4,White-breasted Nuthatch (Pacific),Sitta carolinensis aculeata/alexandrae
,26368,species,pygnut,Pygmy Nuthatch,Sitta pygmaea
,26376,species,bnhnut,Brown-headed Nuthatch,Sitta pusilla
,26377,species,bnhnut2,Bahama Nuthatch,Sitta insularis
,26378,species,cornut1,Corsican Nuthatch,Sitta whiteheadi
,26379,species,algnut1,Algerian Nuthatch,Sitta ledanti
,26380,species,krunut1,Krüper's Nuthatch,Sitta krueperi
,26381,species,snbnut1,Snowy-browed Nuthatch,Sitta villosa
,26384,species,yunnut1,Yunnan Nuthatch,Sitta yunnanensis
,26385,species,rocnut1,Western Rock Nuthatch,Sitta neumayer
,26391,species,pernut1,Eastern Rock Nuthatch,Sitta tephronota
,26396,slash,y00903,Western/Eastern Rock Nuthatch,Sitta neumayer/tephronota
,26397,species,vefnut1,Velvet-fronted Nuthatch,Sitta frontalis
,26403,species,yebnut1,Yellow-billed Nuthatch,Sitta solangiae
,26407,slash,y01044,Velvet-fronted/Yellow-billed Nuthatch,Sitta frontalis/solangiae
,26408,species,subnut1,Sulphur-billed Nuthatch,Sitta oenochlamys
,26415,species,blunut1,Blue Nuthatch,Sitta azurea
,26419,species,gianut1,Giant Nuthatch,Sitta magna
,26422,species,beanut1,Beautiful Nuthatch,Sitta formosa
,26423,spuh,nuthat1,nuthatch sp.,Sitta sp.
,26425,species,eurtre1,Eurasian Treecreeper,Certhia familiaris
,26436,species,eurtre3,Hodgson's Treecreeper,Certhia hodgsoni
,26440,species,sictre1,Sichuan Treecreeper,Certhia tianquanensis
,26441,species,brncre,Brown Creeper,Certhia americana
,26442,issf,brncre1,Brown Creeper (occidentalis Group),Certhia americana [occidentalis Group]
,26448,issf,brncre5,Brown Creeper (montana/idahoensis),Certhia americana montana/idahoensis
,26451,issf,brncre3,Brown Creeper (americana/nigrescens),Certhia americana americana/nigrescens
,26454,issf,brncre2,Brown Creeper (albescens/alticola),Certhia americana albescens/alticola
,26457,issf,brncre6,Brown Creeper (pernigra),Certhia americana pernigra
,26458,issf,brncre4,Brown Creeper (extima),Certhia americana extima
,26459,species,shttre1,Short-toed Treecreeper,Certhia brachydactyla
,26465,slash,y00640,Eurasian/Short-toed Treecreeper,Certhia familiaris/brachydactyla
,26466,species,battre1,Bar-tailed Treecreeper,Certhia himalayana
,26471,species,ruftre4,Rusty-flanked Treecreeper,Certhia nipalensis
,26472,species,bnttre1,Sikkim Treecreeper,Certhia discolor
,26473,species,bnttre2,Hume's Treecreeper,Certhia manipurensis
,26478,spuh,certhi1,treecreeper sp.,Certhia sp.
,26479,species,spocre2,African Spotted Creeper,Salpornis salvadori
,26484,species,spocre3,Indian Spotted Creeper,Salpornis spilonota
,26488,species,colgna1,Collared Gnatwren,Microbates collaris
,26492,species,tafgna1,Tawny-faced Gnatwren,Microbates cinereiventris
,26497,species,lobgna5,Long-billed Gnatwren,Ramphocaenus melanurus
,26498,issf,lobgna3,Long-billed Gnatwren (rufiventris Group),Ramphocaenus melanurus [rufiventris Group]
,26503,issf,lobgna2,Long-billed Gnatwren (Trilling),Ramphocaenus melanurus [melanurus Group]
,26512,species,lobgna4,Chattering Gnatwren,Ramphocaenus sticturus
,26515,slash,lobgna1,Long-billed/Chattering Gnatwren,Ramphocaenus melanurus/sticturus
,26516,species,guigna3,Guianan Gnatcatcher,Polioptila guianensis
,26517,species,sltgna1,Slate-throated Gnatcatcher,Polioptila schistaceigula
,26518,species,iqugna1,Iquitos Gnatcatcher,Polioptila clementsi
,26519,species,guigna2,Rio Negro Gnatcatcher,Polioptila facilis
,26520,slash,y01156,Guianan/Rio Negro Gnatcatcher,Polioptila guianensis/facilis
,26521,species,inagna1,Inambari Gnatcatcher,Polioptila attenboroughi
,26522,species,guigna4,Klages's Gnatcatcher,Polioptila paraensis
,26523,slash,y01157,Inambari/Klages's Gnatcatcher,Polioptila attenboroughi/paraensis
,26524,species,masgna1,Masked Gnatcatcher,Polioptila dumicola
,26528,species,crbgna1,Creamy-bellied Gnatcatcher,Polioptila lactea
,26529,species,cubgna1,Cuban Gnatcatcher,Polioptila lembeyei
,26530,species,trogna1,Tropical Gnatcatcher,Polioptila plumbea
,26531,issf,trogna9,Tropical Gnatcatcher (plumbiceps/anteocularis),Polioptila plumbea plumbiceps/anteocularis
,26534,issf,trogna3,Tropical Gnatcatcher (Marañon),Polioptila plumbea maior
,26535,issf,trogna6,Tropical Gnatcatcher (innotata),Polioptila plumbea innotata
,26536,issf,trogna8,Tropical Gnatcatcher (plumbea),Polioptila plumbea plumbea
,26537,issf,trogna7,Tropical Gnatcatcher (parvirostris),Polioptila plumbea parvirostris
,26538,issf,trogna5,Tropical Gnatcatcher (atricapilla),Polioptila plumbea atricapilla
,26539,species,whlgna3,Yucatan Gnatcatcher,Polioptila albiventris
,26540,species,trogna2,White-browed Gnatcatcher,Polioptila bilineata
,26546,species,buggna,Blue-gray Gnatcatcher,Polioptila caerulea
,26547,issf,buggna2,Blue-gray Gnatcatcher (obscura Group),Polioptila caerulea [obscura Group]
,26554,issf,buggna1,Blue-gray Gnatcatcher (caerulea),Polioptila caerulea caerulea
,26555,issf,buggna3,Blue-gray Gnatcatcher (Cozumel),Polioptila caerulea cozumelae
,26556,species,bktgna,Black-tailed Gnatcatcher,Polioptila melanura
,26560,species,calgna,California Gnatcatcher,Polioptila californica
,26564,species,bkcgna,Black-capped Gnatcatcher,Polioptila nigriceps
,26567,hybrid,x00643,Black-tailed x Black-capped Gnatcatcher (hybrid),Polioptila melanura x nigriceps
,26568,species,whlgna2,White-lored Gnatcatcher,Polioptila albiloris
,26571,spuh,gnatca1,gnatcatcher sp.,Polioptila sp.
,26573,species,rocwre,Rock Wren,Salpinctes obsoletus
,26574,issf,rocwre1,Rock Wren (Northern),Salpinctes obsoletus [obsoletus Group]
,26580,issf,rocwre2,Rock Wren (Central American),Salpinctes obsoletus [guttatus Group]
,26584,species,nigwre1,Nightingale Wren,Microcerculus philomela
,26585,species,scbwre1,Scaly-breasted Wren,Microcerculus marginatus
,26586,issf,scbwre2,Scaly-breasted Wren (Whistling),Microcerculus marginatus luscinia
,26587,issf,scbwre3,Scaly-breasted Wren (Scaly),Microcerculus marginatus taeniatus/occidentalis
,26590,issf,scbwre4,Scaly-breasted Wren (Southern),Microcerculus marginatus [marginatus Group]
,26594,species,fluwre1,Flutist Wren,Microcerculus ustulatus
,26599,species,wibwre1,Wing-banded Wren,Microcerculus bambla
,26603,species,gymwre1,Gray-mantled Wren,Odontorchilus branickii
,26606,species,tobwre1,Tooth-billed Wren,Odontorchilus cinereus
,26607,species,canwre,Canyon Wren,Catherpes mexicanus
,26611,species,sumwre1,Sumichrast's Wren,Hylorchilus sumichrasti
,26612,species,navwre1,Nava's Wren,Hylorchilus navai
,26613,species,zapwre1,Zapata Wren,Ferminia cerverai
,26614,species,houwre,House Wren,Troglodytes aedon
,26615,issf,houwre1,House Wren (Northern),Troglodytes aedon [aedon Group]
,26619,issf,houwre6,House Wren (Dominica),Troglodytes aedon rufescens
,26620,issf,houwre7,House Wren (Martinique),Troglodytes aedon martinicensis
,26621,issf,houwre8,House Wren (St. Lucia),Troglodytes aedon mesoleucus
,26622,issf,houwre9,House Wren (Guadeloupe),Troglodytes aedon guadeloupensis
,26623,issf,houwre10,House Wren (St. Vincent),Troglodytes aedon musicus
,26624,issf,houwre11,House Wren (Grenada),Troglodytes aedon grenadensis
,26625,issf,houwre3,House Wren (Cozumel I.),Troglodytes aedon beani
,26626,issf,bntwre1,House Wren (Brown-throated),Troglodytes aedon [brunneicollis Group]
,26631,issf,houwre4,House Wren (Southern),Troglodytes aedon [musculus Group]
,26650,species,houwre5,Cobb's Wren,Troglodytes cobbi
,26651,species,socwre2,Socorro Wren,Troglodytes sissonii
,26652,species,clawre1,Clarion Wren,Troglodytes tanneri
,26653,species,rubwre2,Rufous-browed Wren,Troglodytes rufociliatus
,26658,species,ochwre1,Ochraceous Wren,Troglodytes ochraceus
,26662,species,mouwre1,Mountain Wren,Troglodytes solstitialis
,26668,species,samwre1,Santa Marta Wren,Troglodytes monticola
,26669,species,tepwre1,Tepui Wren,Troglodytes rufulus
,26675,species,winwre4,Eurasian Wren,Troglodytes troglodytes
,26676,issf,eurwre1,Eurasian Wren (Iceland),Troglodytes troglodytes islandicus
,26677,issf,eurwre2,Eurasian Wren (Faeroe),Troglodytes troglodytes borealis
,26678,issf,eurwre3,Eurasian Wren (Shetland),Troglodytes troglodytes zetlandicus
,26679,issf,eurwre4,Eurasian Wren (Hebridean),Troglodytes troglodytes hebridensis
,26680,issf,eurwre5,Eurasian Wren (Fair Isle),Troglodytes troglodytes fridariensis
,26681,issf,eurwre6,Eurasian Wren (St. Kilda),Troglodytes troglodytes hirtensis
,26682,issf,eurwre7,Eurasian Wren (British),Troglodytes troglodytes indigenus
,26683,issf,eurwre8,Eurasian Wren (Eurasian),Troglodytes troglodytes [troglodytes Group]
,26705,species,pacwre1,Pacific Wren,Troglodytes pacificus
,26706,issf,winwre1,Pacific Wren (alascensis Group),Troglodytes pacificus [alascensis Group]
,26715,issf,winwre2,Pacific Wren (pacificus Group),Troglodytes pacificus [pacificus Group]
,26721,species,winwre3,Winter Wren,Troglodytes hiemalis
,26724,slash,winwre,Pacific/Winter Wren,Troglodytes pacificus/hiemalis
,26725,species,timwre1,Timberline Wren,Thryorchilus browni
,26729,species,sedwre1,Sedge Wren,Cistothorus stellaris
,26730,species,sedwre,Grass Wren,Cistothorus platensis
,26731,issf,sedwre2,Grass Wren (Northern),Cistothorus platensis [elegans Group]
,26740,issf,sedwre6,Grass Wren (Venezuelan),Cistothorus platensis alticola
,26741,issf,sedwre7,Grass Wren (Paramo),Cistothorus platensis aequatorialis
,26742,issf,sedwre8,Grass Wren (Junin),Cistothorus platensis graminicola
,26743,issf,sedwre9,Grass Wren (Puna),Cistothorus platensis minimus
,26744,issf,sedwre10,Grass Wren (Tucuman),Cistothorus platensis tucumanus
,26745,issf,sedwre11,Grass Wren (Pampas),Cistothorus platensis platensis/polyglottus
,26748,issf,sedwre12,Grass Wren (Austral),Cistothorus platensis hornensis/falklandicus
,26751,species,merwre1,Merida Wren,Cistothorus meridae
,26752,species,apowre1,Apolinar's Wren,Cistothorus apolinari
,26755,species,marwre,Marsh Wren,Cistothorus palustris
,26756,issf,marwre1,Marsh Wren (paludicola Group),Cistothorus palustris [paludicola Group]
,26761,issf,marwre2,Marsh Wren (plesius Group),Cistothorus palustris [plesius Group]
,26765,issf,marwre3,Marsh Wren (palustris Group),Cistothorus palustris [palustris Group]
,26771,issf,marwre5,Marsh Wren (griseus),Cistothorus palustris griseus
,26772,issf,marwre4,Marsh Wren (tolucensis),Cistothorus palustris tolucensis
,26773,slash,y00328,Sedge/Marsh Wren,Cistothorus stellaris/palustris
,26774,species,carwre,Carolina Wren,Thryothorus ludovicianus
,26775,issf,carwre1,Carolina Wren (Northern),Thryothorus ludovicianus [ludovicianus Group]
,26780,issf,y00487,Carolina Wren (Northeast Mexico/South Texas),Thryothorus ludovicianus [berlandieri Group]
,26784,issf,carwre2,Carolina Wren (White-browed),Thryothorus ludovicianus albinucha/subfulvus
,26787,species,bewwre,Bewick's Wren,Thryomanes bewickii
,26788,issf,bewwre3,Bewick's Wren (bewickii),Thryomanes bewickii bewickii
,26789,issf,bewwre2,Bewick's Wren (mexicanus Group),Thryomanes bewickii [mexicanus Group]
,26795,issf,bewwre1,Bewick's Wren (spilurus Group),Thryomanes bewickii [spilurus Group]
,26805,species,whhwre1,White-headed Wren,Campylorhynchus albobrunneus
,26808,species,babwre1,Band-backed Wren,Campylorhynchus zonatus
,26816,hybrid,x00969,White-headed x Band-backed Wren (hybrid),Campylorhynchus albobrunneus x zonatus
,26817,species,grbwre1,Gray-barred Wren,Campylorhynchus megalopterus
,26820,species,giawre1,Giant Wren,Campylorhynchus chiapensis
,26821,species,runwre1,Rufous-naped Wren,Campylorhynchus rufinucha
,26822,issf,runwre3,Rufous-naped Wren (Sclater's),Campylorhynchus rufinucha humilis
,26823,issf,runwre2,Rufous-naped Wren (Veracruz),Campylorhynchus rufinucha rufinucha
,26824,issf,runwre4,Rufous-naped Wren (Rufous-backed),Campylorhynchus rufinucha [capistratus Group]
,26830,species,spowre1,Spotted Wren,Campylorhynchus gularis
,26831,species,bouwre1,Boucard's Wren,Campylorhynchus jocosus
,26832,species,yucwre1,Yucatan Wren,Campylorhynchus yucatanicus
,26833,species,cacwre,Cactus Wren,Campylorhynchus brunneicapillus
,26834,issf,cacwre2,Cactus Wren (brunneicapillus Group),Campylorhynchus brunneicapillus [brunneicapillus Group]
,26839,issf,cacwre1,Cactus Wren (affinis Group),Campylorhynchus brunneicapillus [affinis Group]
,26843,species,stbwre2,Stripe-backed Wren,Campylorhynchus nuchalis
,26847,species,faswre1,Fasciated Wren,Campylorhynchus fasciatus
,26850,species,bicwre1,Bicolored Wren,Campylorhynchus griseus
,26857,species,thlwre1,Thrush-like Wren,Campylorhynchus turdinus
,26858,issf,thlwre5,Thrush-like Wren (Spot-breasted),Campylorhynchus turdinus turdinus/hypostictus
,26861,issf,thlwre4,Thrush-like Wren (Unspotted),Campylorhynchus turdinus unicolor
,26862,species,sohwre1,Sooty-headed Wren,Pheugopedius spadix
,26865,species,blbwre1,Black-bellied Wren,Pheugopedius fasciatoventris
,26869,species,pltwre1,Plain-tailed Wren,Pheugopedius euophrys
,26870,issf,pltwre2,Plain-tailed Wren (Plain-tailed),Pheugopedius euophrys [euophrys Group]
,26874,issf,pltwre3,Plain-tailed Wren (Gray-browed),Pheugopedius euophrys schulenbergi
,26875,form,manwre1,Mantaro Wren (undescribed form),Pheugopedius [undescribed form]
,26876,species,incwre1,Inca Wren,Pheugopedius eisenmanni
,26877,species,whiwre1,Whiskered Wren,Pheugopedius mystacalis
,26886,species,mouwre2,Moustached Wren,Pheugopedius genibarbis
,26891,species,corwre1,Coraya Wren,Pheugopedius coraya
,26902,hybrid,x00970,Moustached x Coraya Wren (hybrid),Pheugopedius genibarbis x coraya
,26903,slash,y00984,Moustached/Coraya Wren,Pheugopedius genibarbis/coraya
,26904,species,rubwre1,Rufous-breasted Wren,Pheugopedius rutilus
,26912,species,spbwre1,Spot-breasted Wren,Pheugopedius maculipectus
,26919,species,spbwre2,Speckle-breasted Wren,Pheugopedius sclateri
,26920,issf,spbwre5,Speckle-breasted Wren (Colombian),Pheugopedius sclateri columbianus
,26921,issf,spbwre3,Speckle-breasted Wren (Speckle-breasted),Pheugopedius sclateri paucimaculatus
,26922,issf,spbwre4,Speckle-breasted Wren (Marañon),Pheugopedius sclateri sclateri
,26923,species,hapwre1,Happy Wren,Pheugopedius felix
,26924,issf,hapwre8,Happy Wren (Mainland),Pheugopedius felix [felix Group]
,26929,issf,hapwre9,Happy Wren (Tres Marias Is.),Pheugopedius felix lawrencii
,26930,species,bltwre1,Black-throated Wren,Pheugopedius atrogularis
,26931,spuh,pheugo1,Pheugopedius sp.,Pheugopedius sp.
,26932,species,sinwre1,Sinaloa Wren,Thryophilus sinaloa
,26936,species,banwre1,Banded Wren,Thryophilus pleurostictus
,26944,species,rawwre1,Rufous-and-white Wren,Thryophilus rufalbus
,26950,species,antwre2,Antioquia Wren,Thryophilus sernai
,26951,species,nicwre1,Niceforo's Wren,Thryophilus nicefori
,26952,species,stbwre1,Stripe-breasted Wren,Cantorchilus thoracicus
,26953,species,sttwre1,Stripe-throated Wren,Cantorchilus leucopogon
,26956,species,plawre1,Cabanis's Wren,Cantorchilus modestus
,26957,species,plawre3,Canebrake Wren,Cantorchilus zeledoni
,26958,slash,y00985,Cabanis's/Canebrake Wren,Cantorchilus modestus/zeledoni
,26959,species,istwre1,Isthmian Wren,Cantorchilus elutus
,26960,slash,y00986,Cabanis's/Isthmian Wren,Cantorchilus modestus/elutus
,26961,species,rivwre1,Riverside Wren,Cantorchilus semibadius
,26962,species,baywre1,Bay Wren,Cantorchilus nigricapillus
,26963,issf,baywre2,Bay Wren (Central American),Cantorchilus nigricapillus [castaneus Group]
,26969,issf,baywre3,Bay Wren (South American),Cantorchilus nigricapillus nigricapillus/connectens
,26972,species,supwre1,Superciliated Wren,Cantorchilus superciliaris
,26975,species,bubwre1,Buff-breasted Wren,Cantorchilus leucotis
,26987,species,lobwre1,Long-billed Wren,Cantorchilus longirostris
,26990,species,fabwre1,Fawn-breasted Wren,Cantorchilus guarayanus
,26991,species,grywre1,Gray Wren,Cantorchilus griseus
,26992,spuh,cantor1,Cantorchilus sp.,Cantorchilus sp.
,26993,species,rufwre1,Rufous Wren,Cinnycerthia unirufa
,26997,species,shawre1,Sharpe's Wren,Cinnycerthia olivascens
,27000,species,perwre1,Peruvian Wren,Cinnycerthia peruana
,27001,species,fulwre1,Fulvous Wren,Cinnycerthia fulva
,27005,spuh,cinnyc1,Cinnycerthia sp.,Cinnycerthia sp.
,27006,species,whbwre1,White-bellied Wren,Uropsila leucogastra
,27007,issf,whbwre3,White-bellied Wren (Middle America),Uropsila leucogastra [leucogastra Group]
,27014,issf,whbwre4,White-bellied Wren (West Mexico),Uropsila leucogastra pacifica
,27015,species,wbwwre1,White-breasted Wood-Wren,Henicorhina leucosticta
,27016,issf,whbwow1,White-breasted Wood-Wren (Sclater's),Henicorhina leucosticta [prostheleuca Group]
,27021,issf,whbwow2,White-breasted Wood-Wren (Cherrie's),Henicorhina leucosticta pittieri/costaricensis
,27024,issf,whbwow4,White-breasted Wood-Wren (Choco),Henicorhina leucosticta inornata/eucharis
,27027,issf,whbwow3,White-breasted Wood-Wren (Black-capped),Henicorhina leucosticta [leucosticta Group]
,27032,species,bwwwre1,Bar-winged Wood-Wren,Henicorhina leucoptera
,27033,species,gbwwre1,Gray-breasted Wood-Wren,Henicorhina leucophrys
,27034,issf,gybwow1,Gray-breasted Wood-Wren (Central American),Henicorhina leucophrys [mexicana Group]
,27040,issf,gybwow2,Gray-breasted Wood-Wren (Choco),Henicorhina leucophrys brunneiceps
,27041,issf,gybwow4,Gray-breasted Wood-Wren (bangsi),Henicorhina leucophrys bangsi
,27042,issf,gybwow5,Gray-breasted Wood-Wren (Perija),Henicorhina leucophrys manastarae
